split_index,group,aspect,region_type,triplet,node_1,node_2,node_3,train_n_obs,train_total_weight,train_edges,train_eligible_edges,train_min_edge_support,train_mean_edge_support,train_mean_abs_margin,train_max_abs_margin,bt_fit_ok,bt_fit_n_iter,bt_train_objective,score_node_1,score_node_2,score_node_3,train_gradient_energy,train_residual_energy,train_rho_cyc,train_eligible_triples,train_cyclic_triples,train_cycle_rate,train_weighted_cycle_intensity,test_weight,test_n_obs,test_edges,test_log_loss,test_brier,test_accuracy,test_error_rate,test_calibration_abs_error,test_pair_calibration_mae,test_majority_edge_error
0,all,overall,model_triplet,allenai/tulu-2-70b | allenai/tulu-2-7b | gpt-3.5-turbo-0125,allenai/tulu-2-70b,allenai/tulu-2-7b,gpt-3.5-turbo-0125,3300,2349.5,3,3,706.0,783.1666666666666,0.1551911217832309,0.2514970059880239,True,6,1584.357126450914,0.1760641928884802,-0.3124860486245923,0.1364218557361119,87.59059536337546,0.363631115105979,0.0041343222453891,1,0,0.0,0.0,750.5,1053,3,0.676792593711254,0.2419006662848908,0.5596269153897402,0.4403730846102598,0.008457407031452,0.0258688170696151,0.3537641572285143
0,all,overall,model_triplet,allenai/tulu-2-70b | allenai/tulu-2-7b | gpt-4-turbo-2024-04-09,allenai/tulu-2-70b,allenai/tulu-2-7b,gpt-4-turbo-2024-04-09,3686,2765.5,3,3,835.0,921.8333333333334,0.5002557968038142,0.6688946015424164,True,8,1481.9736275942262,-0.2663801121294383,-0.7206421115039544,0.9870222236333926,802.4956565881932,8.12358825447147,0.0100214598976714,1,0,0.0,0.0,969.0,1287,3,0.5038388283956593,0.1631368514335391,0.7812177502579979,0.2187822497420021,0.009884049215927,0.0198725188491823,0.0
0,all,overall,model_triplet,allenai/tulu-2-70b | allenai/tulu-2-7b | meta-llama/Llama-2-70b-chat-hf,allenai/tulu-2-70b,allenai/tulu-2-7b,meta-llama/Llama-2-70b-chat-hf,3599,2659.0,3,3,835.0,886.3333333333334,0.383502387732783,0.53315649867374,True,7,1615.1131463576792,-0.0841810868337372,-0.5693544805314905,0.6535355673652279,436.624142430259,2.0891742888288727,0.0047620489490784,1,0,0.0,0.0,915.5,1241,3,0.5647164866965866,0.1894901424035929,0.7345712725286728,0.2654287274713272,0.0326419390285054,0.0392900480232109,0.0
0,all,overall,model_triplet,allenai/tulu-2-70b | allenai/tulu-2-7b | meta-llama/Meta-Llama-3-70B-Instruct,allenai/tulu-2-70b,allenai/tulu-2-7b,meta-llama/Meta-Llama-3-70B-Instruct,3776,2839.5,3,3,835.0,946.5,0.4419511875498174,0.5866666666666667,True,7,1631.8700443480473,-0.1824274110337161,-0.6239244826982895,0.8063518937320056,633.9458435359722,7.274838180740943,0.0113452956028559,1,0,0.0,0.0,907.0,1187,3,0.5273745119251003,0.1726461807122995,0.7690187431091511,0.2309812568908489,0.0287995603863372,0.0411145479426074,0.0
0,all,overall,model_triplet,allenai/tulu-2-70b | gpt-3.5-turbo-0125 | gpt-4-turbo-2024-04-09,allenai/tulu-2-70b,gpt-3.5-turbo-0125,gpt-4-turbo-2024-04-09,3500,2568.0,3,3,706.0,856.0,0.3981495283022077,0.6084070796460177,True,7,1428.6966122003882,-0.4391086071106841,-0.4729494391963537,0.9120580463070376,657.1952358153982,0.140256161267373,0.0002133707413935,1,0,0.0,0.0,911.5,1265,3,0.540803807054251,0.1794184885862047,0.7131102578167855,0.2868897421832145,0.0277709914383241,0.0277709914383241,0.2912781130005485
0,all,overall,model_triplet,allenai/tulu-2-70b | gpt-3.5-turbo-0125 | meta-llama/Llama-2-70b-chat-hf,allenai/tulu-2-70b,gpt-3.5-turbo-0125,meta-llama/Llama-2-70b-chat-hf,3409,2460.5,3,3,706.0,820.1666666666666,0.2330417791293748,0.3658536585365853,True,5,1597.674076518043,-0.2528959523147686,-0.2294933326903733,0.4823892850051419,211.18406850522095,0.5217028133199477,0.0024642824334485,1,0,0.0,0.0,898.5,1243,3,0.6381152793593461,0.2231720218322477,0.6494156928213689,0.3505843071786311,0.0253744969897432,0.0253744969897432,0.0
0,all,overall,model_triplet,allenai/tulu-2-70b | gpt-3.5-turbo-0125 | meta-llama/Meta-Llama-3-70B-Instruct,allenai/tulu-2-70b,gpt-3.5-turbo-0125,meta-llama/Meta-Llama-3-70B-Instruct,3611,2640.5,3,3,706.0,880.1666666666666,0.3345198980023394,0.5102040816326531,True,7,1578.0678484129355,-0.3514106728221987,-0.3792599064536074,0.7306705792758063,482.0628809208543,0.0814665775519893,0.0001689671941083,1,0,0.0,0.0,853.5,1160,3,0.5863585253950181,0.1993450594300936,0.6760398359695372,0.3239601640304628,0.0303384572631937,0.0367733500474123,0.3110720562390158
0,all,overall,model_triplet,allenai/tulu-2-70b | gpt-4-turbo-2024-04-09 | meta-llama/Llama-2-70b-chat-hf,allenai/tulu-2-70b,gpt-4-turbo-2024-04-09,meta-llama/Llama-2-70b-chat-hf,3571,2579.0,3,3,739.5,859.6666666666666,0.4080399693163425,0.5803757828810021,True,7,1526.413623144748,-0.6980017273792313,0.6323730830114569,0.0656286443677743,496.6458551726479,1.1373758594492855,0.002284881829167,1,0,0.0,0.0,996.5,1379,3,0.5840621697927189,0.1983089653521921,0.7155042649272454,0.2844957350727546,0.0167230580608102,0.0167230580608102,0.0
0,all,overall,model_triplet,allenai/tulu-2-70b | gpt-4-turbo-2024-04-09 | meta-llama/Meta-Llama-3-70B-Instruct,allenai/tulu-2-70b,gpt-4-turbo-2024-04-09,meta-llama/Meta-Llama-3-70B-Instruct,3738,2733.5,3,3,821.0,911.1666666666666,0.384036507280147,0.5803757828810021,True,7,1601.6672662179046,-0.7960780250851336,0.4957598135061659,0.3003182115789676,555.485038075952,0.0225665770099735,4.062334488484888e-05,1,0,0.0,0.0,885.5,1230,3,0.5495717030142423,0.1827319322309305,0.7312252964426877,0.2687747035573122,0.0324794722165819,0.032479472216582,0.0
0,all,overall,model_triplet,allenai/tulu-2-70b | meta-llama/Llama-2-70b-chat-hf | meta-llama/Meta-Llama-3-70B-Instruct,allenai/tulu-2-70b,meta-llama/Llama-2-70b-chat-hf,meta-llama/Meta-Llama-3-70B-Instruct,3572,2575.0,3,3,739.0,858.3333333333334,0.3553309347607873,0.4876898899947616,True,7,1589.7048914437169,-0.6120525567662087,0.1131296125141549,0.4989229442520537,376.0394719169117,2.3225099066078103,0.0061383278928143,1,0,0.0,0.0,869.5,1199,3,0.5939649222771538,0.202728208425175,0.7015526164462335,0.2984473835537665,0.0220450042796544,0.0347127038457575,0.0
0,all,overall,model_triplet,allenai/tulu-2-7b | gpt-3.5-turbo-0125 | gpt-4-turbo-2024-04-09,allenai/tulu-2-7b,gpt-3.5-turbo-0125,gpt-4-turbo-2024-04-09,3604,2685.0,3,3,808.5,895.0,0.4952374393901665,0.6688946015424164,True,8,1427.4259123722009,-0.6894359451959178,-0.323513070350556,1.0129490155464738,798.3666353648101,6.490389075319433,0.008064027371612,1,0,0.0,0.0,884.0,1177,3,0.4951406266793836,0.1597685444756539,0.7794117647058824,0.2205882352941176,0.0200513947277483,0.0200513947277483,0.0
