split_index,group,aspect,region_type,triplet,node_1,node_2,node_3,train_n_obs,train_total_weight,train_edges,train_eligible_edges,train_min_edge_support,train_mean_edge_support,train_mean_abs_margin,train_max_abs_margin,bt_fit_ok,bt_fit_n_iter,bt_train_objective,score_node_1,score_node_2,score_node_3,train_gradient_energy,train_residual_energy,train_rho_cyc,train_eligible_triples,train_cyclic_triples,train_cycle_rate,train_weighted_cycle_intensity,test_weight,test_n_obs,test_edges,test_log_loss,test_brier,test_accuracy,test_error_rate,test_calibration_abs_error,test_pair_calibration_mae,test_majority_edge_error
0,all,overall,model_triplet,allenai/tulu-2-70b | allenai/tulu-2-7b | gpt-3.5-turbo-0125,allenai/tulu-2-70b,allenai/tulu-2-7b,gpt-3.5-turbo-0125,3300,2349.5,3,3,706.0,783.1666666666666,0.15519112178323094,0.25149700598802394,True,6,1584.357126450914,0.17606419288848027,-0.3124860486245923,0.13642185573611196,87.59059536337546,0.363631115105979,0.004134322245389122,1,0,0.0,0.0,750.5,1053,3,0.676792593711254,0.24190066628489088,0.5596269153897402,0.4403730846102598,0.008457407031452091,0.025868817069615142,0.35376415722851434
0,all,overall,model_triplet,allenai/tulu-2-70b | allenai/tulu-2-7b | gpt-4-turbo-2024-04-09,allenai/tulu-2-70b,allenai/tulu-2-7b,gpt-4-turbo-2024-04-09,3686,2765.5,3,3,835.0,921.8333333333334,0.5002557968038142,0.6688946015424164,True,8,1481.9736275942262,-0.26638011212943835,-0.7206421115039544,0.9870222236333926,802.4956565881932,8.12358825447147,0.010021459897671446,1,0,0.0,0.0,969.0,1287,3,0.5038388283956593,0.16313685143353918,0.7812177502579979,0.2187822497420021,0.009884049215927004,0.019872518849182372,0.0
0,all,overall,model_triplet,allenai/tulu-2-70b | allenai/tulu-2-7b | meta-llama/Llama-2-70b-chat-hf,allenai/tulu-2-70b,allenai/tulu-2-7b,meta-llama/Llama-2-70b-chat-hf,3599,2659.0,3,3,835.0,886.3333333333334,0.38350238773278306,0.53315649867374,True,7,1615.1131463576792,-0.08418108683373726,-0.5693544805314905,0.6535355673652279,436.624142430259,2.0891742888288727,0.00476204894907849,1,0,0.0,0.0,915.5,1241,3,0.5647164866965866,0.1894901424035929,0.7345712725286728,0.2654287274713272,0.03264193902850543,0.03929004802321092,0.0
0,all,overall,model_triplet,allenai/tulu-2-70b | allenai/tulu-2-7b | meta-llama/Meta-Llama-3-70B-Instruct,allenai/tulu-2-70b,allenai/tulu-2-7b,meta-llama/Meta-Llama-3-70B-Instruct,3776,2839.5,3,3,835.0,946.5,0.44195118754981744,0.5866666666666667,True,7,1631.8700443480473,-0.18242741103371618,-0.6239244826982895,0.8063518937320056,633.9458435359722,7.274838180740943,0.011345295602855984,1,0,0.0,0.0,907.0,1187,3,0.5273745119251003,0.1726461807122995,0.7690187431091511,0.23098125689084892,0.028799560386337297,0.041114547942607445,0.0
0,all,overall,model_triplet,allenai/tulu-2-70b | gpt-3.5-turbo-0125 | gpt-4-turbo-2024-04-09,allenai/tulu-2-70b,gpt-3.5-turbo-0125,gpt-4-turbo-2024-04-09,3500,2568.0,3,3,706.0,856.0,0.3981495283022077,0.6084070796460177,True,7,1428.6966122003882,-0.4391086071106841,-0.4729494391963537,0.9120580463070377,657.1952358153982,0.140256161267373,0.00021337074139357733,1,0,0.0,0.0,911.5,1265,3,0.540803807054251,0.1794184885862047,0.7131102578167855,0.2868897421832145,0.027770991438324177,0.027770991438324188,0.29127811300054857
0,all,overall,model_triplet,allenai/tulu-2-70b | gpt-3.5-turbo-0125 | meta-llama/Llama-2-70b-chat-hf,allenai/tulu-2-70b,gpt-3.5-turbo-0125,meta-llama/Llama-2-70b-chat-hf,3409,2460.5,3,3,706.0,820.1666666666666,0.23304177912937485,0.36585365853658536,True,5,1597.674076518043,-0.25289595231476864,-0.22949333269037336,0.48238928500514194,211.18406850522098,0.5217028133199477,0.002464282433448511,1,0,0.0,0.0,898.5,1243,3,0.6381152793593461,0.22317202183224777,0.6494156928213689,0.3505843071786311,0.0253744969897432,0.02537449698974321,0.0
0,all,overall,model_triplet,allenai/tulu-2-70b | gpt-3.5-turbo-0125 | meta-llama/Meta-Llama-3-70B-Instruct,allenai/tulu-2-70b,gpt-3.5-turbo-0125,meta-llama/Meta-Llama-3-70B-Instruct,3611,2640.5,3,3,706.0,880.1666666666666,0.3345198980023394,0.5102040816326531,True,7,1578.0678484129355,-0.35141067282219873,-0.3792599064536074,0.7306705792758063,482.0628809208543,0.08146657755198936,0.0001689671941083134,1,0,0.0,0.0,853.5,1160,3,0.5863585253950181,0.1993450594300936,0.6760398359695372,0.3239601640304628,0.030338457263193785,0.03677335004741233,0.3110720562390158
0,all,overall,model_triplet,allenai/tulu-2-70b | gpt-4-turbo-2024-04-09 | meta-llama/Llama-2-70b-chat-hf,allenai/tulu-2-70b,gpt-4-turbo-2024-04-09,meta-llama/Llama-2-70b-chat-hf,3571,2579.0,3,3,739.5,859.6666666666666,0.40803996931634257,0.5803757828810021,True,7,1526.413623144748,-0.6980017273792313,0.6323730830114569,0.06562864436777431,496.6458551726479,1.1373758594492855,0.002284881829167017,1,0,0.0,0.0,996.5,1379,3,0.5840621697927189,0.1983089653521921,0.7155042649272454,0.2844957350727546,0.01672305806081026,0.016723058060810224,0.0
0,all,overall,model_triplet,allenai/tulu-2-70b | gpt-4-turbo-2024-04-09 | meta-llama/Meta-Llama-3-70B-Instruct,allenai/tulu-2-70b,gpt-4-turbo-2024-04-09,meta-llama/Meta-Llama-3-70B-Instruct,3738,2733.5,3,3,821.0,911.1666666666666,0.38403650728014704,0.5803757828810021,True,7,1601.6672662179046,-0.7960780250851336,0.49575981350616594,0.3003182115789676,555.485038075952,0.022566577009973533,4.0623344884848884e-05,1,0,0.0,0.0,885.5,1230,3,0.5495717030142423,0.18273193223093057,0.7312252964426877,0.26877470355731226,0.03247947221658193,0.032479472216582025,0.0
0,all,overall,model_triplet,allenai/tulu-2-70b | meta-llama/Llama-2-70b-chat-hf | meta-llama/Meta-Llama-3-70B-Instruct,allenai/tulu-2-70b,meta-llama/Llama-2-70b-chat-hf,meta-llama/Meta-Llama-3-70B-Instruct,3572,2575.0,3,3,739.0,858.3333333333334,0.3553309347607873,0.48768988999476165,True,7,1589.7048914437169,-0.6120525567662087,0.11312961251415499,0.49892294425205375,376.0394719169117,2.3225099066078103,0.006138327892814307,1,0,0.0,0.0,869.5,1199,3,0.5939649222771538,0.202728208425175,0.7015526164462335,0.29844738355376654,0.022045004279654445,0.034712703845757566,0.0
0,all,overall,model_triplet,allenai/tulu-2-7b | gpt-3.5-turbo-0125 | gpt-4-turbo-2024-04-09,allenai/tulu-2-7b,gpt-3.5-turbo-0125,gpt-4-turbo-2024-04-09,3604,2685.0,3,3,808.5,895.0,0.49523743939016657,0.6688946015424164,True,8,1427.4259123722009,-0.6894359451959178,-0.323513070350556,1.0129490155464738,798.3666353648101,6.490389075319433,0.008064027371612048,1,0,0.0,0.0,884.0,1177,3,0.49514062667938363,0.15976854447565397,0.7794117647058824,0.22058823529411764,0.020051394727748362,0.02005139472774835,0.0
0,all,overall,model_triplet,allenai/tulu-2-7b | gpt-3.5-turbo-0125 | meta-llama/Llama-2-70b-chat-hf,allenai/tulu-2-7b,gpt-3.5-turbo-0125,meta-llama/Llama-2-70b-chat-hf,3568,2624.0,3,3,808.5,874.6666666666666,0.3563910307092471,0.53315649867374,True,7,1612.484837115083,-0.5361247553143716,-0.0856893809238416,0.6218141362382134,396.721260825468,0.0023756405381957185,5.988149734051149e-06,1,0,0.0,0.0,854.5,1163,3,0.5713467412169354,0.192593258048314,0.7226448215330603,0.2773551784669397,0.03460311225073143,0.043433742977861234,0.0
0,all,overall,model_triplet,allenai/tulu-2-7b | gpt-3.5-turbo-0125 | meta-llama/Meta-Llama-3-70B-Instruct,allenai/tulu-2-7b,gpt-3.5-turbo-0125,meta-llama/Meta-Llama-3-70B-Instruct,3797,2838.5,3,3,808.5,946.1666666666666,0.43509379509379514,0.5866666666666667,True,7,1624.5060586371537,-0.592638388351117,-0.23313352618242522,0.8257719145335423,646.1815382800518,5.424361534419338,0.008324604697354323,1,0,0.0,0.0,900.0,1188,3,0.5501192085903902,0.18329387983512455,0.7405555555555555,0.2594444444444445,0.01340840434910795,0.013408404349107936,0.0
0,all,overall,model_triplet,allenai/tulu-2-7b | gpt-4-turbo-2024-04-09 | meta-llama/Llama-2-70b-chat-hf,allenai/tulu-2-7b,gpt-4-turbo-2024-04-09,meta-llama/Llama-2-70b-chat-hf,3588,2654.5,3,3,739.5,884.8333333333334,0.4933138555825322,0.6688946015424164,True,8,1432.7406980030048,-0.9397408419069229,0.733737349931617,0.20600349197530596,754.2620029482695,5.8715668108369945,0.007724388244947192,1,0,0.0,0.0,977.0,1299,3,0.49784787489889637,0.16038778258081463,0.7845445240532242,0.21545547594677583,0.038458368096133566,0.03845836809613358,0.0
