split_index,group,aspect,region_type,triplet,node_1,node_2,node_3,train_n_obs,train_total_weight,train_edges,train_eligible_edges,train_min_edge_support,train_mean_edge_support,train_mean_abs_margin,train_max_abs_margin,reward_fit_ok,reward_fit_n_train_obs,reward_fit_train_weight,reward_fit_n_features,reward_fit_n_iter,train_gradient_energy,train_residual_energy,train_rho_cyc,train_eligible_triples,train_cyclic_triples,train_cycle_rate,train_weighted_cycle_intensity,test_weight,test_n_obs,test_edges,test_log_loss,test_brier,test_accuracy,test_error_rate,test_calibration_abs_error,test_pair_calibration_mae,test_majority_edge_error
0,all,overall,model_triplet,allenai/tulu-2-70b | allenai/tulu-2-7b | gpt-3.5-turbo-0125,allenai/tulu-2-70b,allenai/tulu-2-7b,gpt-3.5-turbo-0125,3300,2349.5,3,3,706.0,783.1666666666666,0.15519112178323094,0.25149700598802394,True,17966,13165.0,30000,20,87.59059536337546,0.363631115105979,0.004134322245389122,1,0,0.0,0.0,750.5,1053,3,0.6671896807314132,0.23614589647410178,0.6189207195203198,0.3810792804796802,0.02049805031237928,0.03328179976988023,0.0
0,all,overall,model_triplet,allenai/tulu-2-70b | allenai/tulu-2-7b | gpt-4-turbo-2024-04-09,allenai/tulu-2-70b,allenai/tulu-2-7b,gpt-4-turbo-2024-04-09,3686,2765.5,3,3,835.0,921.8333333333334,0.5002557968038142,0.6688946015424164,True,17966,13165.0,30000,20,802.4956565881932,8.12358825447147,0.010021459897671446,1,0,0.0,0.0,969.0,1287,3,0.506296675289025,0.1631633962702607,0.7781217750257998,0.22187822497420018,0.022947900227244328,0.026314247256363964,0.0
0,all,overall,model_triplet,allenai/tulu-2-70b | allenai/tulu-2-7b | meta-llama/Llama-2-70b-chat-hf,allenai/tulu-2-70b,allenai/tulu-2-7b,meta-llama/Llama-2-70b-chat-hf,3599,2659.0,3,3,835.0,886.3333333333334,0.38350238773278306,0.53315649867374,True,17966,13165.0,30000,20,436.624142430259,2.0891742888288727,0.00476204894907849,1,0,0.0,0.0,915.5,1241,3,0.6037039325459828,0.20565197469888744,0.6919716002184598,0.3080283997815402,0.05352563073157329,0.07255309708593882,0.0
0,all,overall,model_triplet,allenai/tulu-2-70b | allenai/tulu-2-7b | meta-llama/Meta-Llama-3-70B-Instruct,allenai/tulu-2-70b,allenai/tulu-2-7b,meta-llama/Meta-Llama-3-70B-Instruct,3776,2839.5,3,3,835.0,946.5,0.44195118754981744,0.5866666666666667,True,17966,13165.0,30000,20,633.9458435359722,7.274838180740943,0.011345295602855984,1,0,0.0,0.0,907.0,1187,3,0.5404525589747907,0.1778782720713795,0.7574421168687983,0.24255788313120175,0.06586580647575244,0.06586580647575245,0.0
0,all,overall,model_triplet,allenai/tulu-2-70b | gpt-3.5-turbo-0125 | gpt-4-turbo-2024-04-09,allenai/tulu-2-70b,gpt-3.5-turbo-0125,gpt-4-turbo-2024-04-09,3500,2568.0,3,3,706.0,856.0,0.3981495283022077,0.6084070796460177,True,17966,13165.0,30000,20,657.1952358153982,0.140256161267373,0.00021337074139357733,1,0,0.0,0.0,911.5,1265,3,0.5447265694889734,0.17999614064140765,0.7526055951727921,0.24739440482720787,0.02007669046542168,0.023713294854258736,0.0
0,all,overall,model_triplet,allenai/tulu-2-70b | gpt-3.5-turbo-0125 | meta-llama/Llama-2-70b-chat-hf,allenai/tulu-2-70b,gpt-3.5-turbo-0125,meta-llama/Llama-2-70b-chat-hf,3409,2460.5,3,3,706.0,820.1666666666666,0.23304177912937485,0.36585365853658536,True,17966,13165.0,30000,20,211.18406850522098,0.5217028133199477,0.002464282433448511,1,0,0.0,0.0,898.5,1243,3,0.6624170211334904,0.23093104053285213,0.6583194212576516,0.34168057874234836,0.0433299943982407,0.04332999439824068,0.0
0,all,overall,model_triplet,allenai/tulu-2-70b | gpt-3.5-turbo-0125 | meta-llama/Meta-Llama-3-70B-Instruct,allenai/tulu-2-70b,gpt-3.5-turbo-0125,meta-llama/Meta-Llama-3-70B-Instruct,3611,2640.5,3,3,706.0,880.1666666666666,0.3345198980023394,0.5102040816326531,True,17966,13165.0,30000,20,482.0628809208543,0.08146657755198936,0.0001689671941083134,1,0,0.0,0.0,853.5,1160,3,0.6000707703866666,0.20393716327374234,0.7129466900995899,0.2870533099004101,0.00034076665119631144,0.046916597533252224,0.0
0,all,overall,model_triplet,allenai/tulu-2-70b | gpt-4-turbo-2024-04-09 | meta-llama/Llama-2-70b-chat-hf,allenai/tulu-2-70b,gpt-4-turbo-2024-04-09,meta-llama/Llama-2-70b-chat-hf,3571,2579.0,3,3,739.5,859.6666666666666,0.40803996931634257,0.5803757828810021,True,17966,13165.0,30000,20,496.6458551726479,1.1373758594492855,0.002284881829167017,1,0,0.0,0.0,996.5,1379,3,0.619988115220389,0.20919603737514242,0.7054691419969895,0.2945308580030105,0.047790265369339335,0.04779026536933931,0.29101856497742096
0,all,overall,model_triplet,allenai/tulu-2-70b | gpt-4-turbo-2024-04-09 | meta-llama/Meta-Llama-3-70B-Instruct,allenai/tulu-2-70b,gpt-4-turbo-2024-04-09,meta-llama/Meta-Llama-3-70B-Instruct,3738,2733.5,3,3,821.0,911.1666666666666,0.38403650728014704,0.5803757828810021,True,17966,13165.0,30000,20,555.485038075952,0.022566577009973533,4.0623344884848884e-05,1,0,0.0,0.0,885.5,1230,3,0.5734344489467549,0.1915293299010342,0.7199322416713722,0.28006775832862785,0.010991936423696558,0.03455765175408651,0.25804630152456237
0,all,overall,model_triplet,allenai/tulu-2-70b | meta-llama/Llama-2-70b-chat-hf | meta-llama/Meta-Llama-3-70B-Instruct,allenai/tulu-2-70b,meta-llama/Llama-2-70b-chat-hf,meta-llama/Meta-Llama-3-70B-Instruct,3572,2575.0,3,3,739.0,858.3333333333334,0.3553309347607873,0.48768988999476165,True,17966,13165.0,30000,20,376.0394719169117,2.3225099066078103,0.006138327892814307,1,0,0.0,0.0,869.5,1199,3,0.6281926533200729,0.21468979990993792,0.6848763657274296,0.3151236342725704,0.0014754351844935565,0.044912328278907065,0.0
0,all,overall,model_triplet,allenai/tulu-2-7b | gpt-3.5-turbo-0125 | gpt-4-turbo-2024-04-09,allenai/tulu-2-7b,gpt-3.5-turbo-0125,gpt-4-turbo-2024-04-09,3604,2685.0,3,3,808.5,895.0,0.49523743939016657,0.6688946015424164,True,17966,13165.0,30000,20,798.3666353648101,6.490389075319433,0.008064027371612048,1,0,0.0,0.0,884.0,1177,3,0.49899015811821495,0.1609794078806485,0.7799773755656109,0.22002262443438914,0.021349765670318432,0.025545688904553675,0.0
